Type,Family,Cost,Cut Length,Structural Material,Count
HSS101.6X8,HSS-Tubo estructural redondo,215,3128,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3109,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2514,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2514,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3100,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3138,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3071,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3096,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3069,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3097,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,3395,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,851,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,456,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1380,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1380,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1374,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1374,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3860,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3814,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3860,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3814,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3614,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3614,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3614,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3614,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1105,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1024,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,984,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,994,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3469,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3664,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3469,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3664,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3814,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3814,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3469,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3807,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3469,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3664,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3774,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1944,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1944,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1944,Metal - Acero - 345 MPa,1
UPE 220,UPE - Canales de ala paralela,195,1494,Metal - Acero - 345 MPa,1
UPE 220,UPE - Canales de ala paralela,195,1494,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,878,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,5877,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,878,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,995,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,5151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,995,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,852,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,5151,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,852,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3469,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3807,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3469,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3664,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3774,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1944,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1944,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1944,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,878,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,5980,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,995,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,5115,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,995,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,995,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,5089,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,995,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3469,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3950,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3469,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3664,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3774,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,878,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,5877,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,995,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,5071,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,995,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,852,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,5145,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,852,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3469,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3807,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3469,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3664,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3774,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,878,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,5980,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,995,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,6275,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,995,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,995,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,6275,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,995,Metal - Acero - 345 MPa,1
IPE 330,IPE - Secciones en I con alas paralelas,450,3469,Metal - Acero - 345 MPa,1
IPE 330,IPE - Secciones en I con alas paralelas,450,3807,Metal - Acero - 345 MPa,1
IPE 330,IPE - Secciones en I con alas paralelas,450,3469,Metal - Acero - 345 MPa,1
IPE 330,IPE - Secciones en I con alas paralelas,450,3664,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,587,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,6020,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,995,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,5790,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,995,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,995,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,4861,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,995,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,878,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,3774,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1594,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1594,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2333,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,940,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,956,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1016,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2343,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,954,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,956,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1030,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2333,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,940,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,956,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1031,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,934,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,962,Metal - Acero - 345 MPa,1
UPE200,U-Parallel Flange Channels,150,948,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1587,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,4027,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1587,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,4177,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1587,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,4177,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,994,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,6386,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,864,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,3111,Metal - Steel 50-355,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,1386,Metal - Steel 50-355,1
HEA 160,HEA - Perfiles de ala ancha,160,870,Metal - Acero - 345 MPa,1
HEA 160,HEA - Perfiles de ala ancha,160,870,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,878,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1970,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,2520,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1507,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1507,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3048,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,872,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,920,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3048,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,872,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,873,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3048,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,872,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,873,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1030,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1030,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3258,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,6318,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1424,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,1360,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3190,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1431,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1459,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1310,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,2151,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,2435,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1431,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,3190,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1431,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1459,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,1353,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,2151,Metal - Acero - 345 MPa,1
CHS88.9x6.3,CHS-Circular Hollow Sections,80,2435,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1431,Metal - Acero - 345 MPa,1
IPE 300,IPE - Secciones en I con alas paralelas,250,600,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3076,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3093,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3648,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3648,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3281,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3266,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3142,Metal - Acero - 345 MPa,1
HSS101.6X8,HSS-Tubo estructural redondo,215,3159,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,2903,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,3049,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,3539,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,3411,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,3057,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,3057,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,3079,Metal - Acero - 345 MPa,1
CHS139.7x6.3,CHS-Circular Hollow Sections,101,2963,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3585,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3585,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3300,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3300,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3585,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3585,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3300,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3300,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3585,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3585,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3300,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3300,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3628,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3628,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3360,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3360,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3628,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3628,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3360,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3360,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3628,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3628,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3360,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,3360,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,461,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,464,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,2938,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,824,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,824,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,824,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,2259,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,1951,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1766,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,705,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,3779,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,2924,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,824,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,824,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,824,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2259,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,1937,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,1779,Metal - Acero - 345 MPa,1
HE140B,H-Wide Flange Beams,150,685,Metal - Acero - 345 MPa,1
CHS114.3x6.3,CHS-Circular Hollow Sections,265,3779,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,936,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,937,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,937,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,937,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,878,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1971,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1164,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 270,IPE - Secciones en I con alas paralelas,270,2924,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1932,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1958,Metal - Acero - 345 MPa,1
IPE 220,IPE - Secciones en I con alas paralelas,310,1151,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1028,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,835,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,149,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1833,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1028,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1833,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,1144,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,2565,Metal - Acero - 345 MPa,1
UPE 200,UPE - Canales de ala paralela,265,835,Metal - Acero - 345 MPa,1
